id,separation_type,cease_date,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,maternity_family,ill_health,gender,age,length_of_service,dataset
634376433396563000,Resignation,2011.0,Contract/casual,True,False,False,False,False,False,Female,41-45,5-6,tafe
634377507269688000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,False,Female,51-55,Less than 1 year,tafe
634383335357969000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,1-2,tafe
634388595410156000,Contract Expired,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634388661685000000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Female,46-50,1-2,tafe
634389476488906000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,21-25,3-4,tafe
634395434816250000,Resignation,2011.0,Permanent Part-time,True,False,False,False,False,False,Male,21-25,1-2,tafe
634395453810469000,Retirement,2011.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634395566956406000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,41-45,1-2,tafe
634399738233281000,Resignation,2011.0,Permanent Part-time,False,False,False,False,False,False,Female,21-25,5-6,tafe
634407548427969000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,False,Female,31-35,3-4,tafe
634411016475156000,Resignation,2011.0,Permanent Full-time,False,True,False,True,False,False,Female,21-25,3-4,tafe
634412849002344000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,41-45,3-4,tafe
634413870912500000,Termination,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,56 or older,3-4,tafe
634417864506406000,Resignation,2011.0,Temporary Full-time,False,False,True,True,False,False,Female,46-50,Less than 1 year,tafe
634418043788438000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Female,26-30,1-2,tafe
634419660420156000,Resignation,2011.0,Temporary Full-time,False,True,False,True,False,False,Male,46-50,1-2,tafe
634419812329531000,Resignation,2011.0,Permanent Full-time,False,True,False,False,False,False,Male,46-50,1-2,tafe
634420617024687000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,5-6,tafe
634423305341562000,Retirement,2011.0,Permanent Part-time,False,False,False,False,True,False,Female,56 or older,11-20,tafe
634425043787500000,Resignation,2011.0,Contract/casual,False,False,False,False,True,False,Female,46-50,5-6,tafe
634425831321094000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,21-25,1-2,tafe
634429978393906000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,41-45,1-2,tafe
634430196933125000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,36-40,Less than 1 year,tafe
634431906734219000,Resignation,2011.0,Permanent Full-time,False,True,False,False,False,False,Male,36-40,5-6,tafe
634436080180469000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Male,26-30,Less than 1 year,tafe
634438675485469000,Retirement,2011.0,Permanent Full-time,False,False,False,True,True,False,Female,51-55,More than 20 years,tafe
634443964450156000,Resignation,2011.0,Contract/casual,False,False,False,False,False,False,Male,41-45,1-2,tafe
634444676214219000,Resignation,2011.0,Contract/casual,True,False,False,False,False,False,Female,41-45,3-4,tafe
634450781262969000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,1-2,tafe
634454356619531000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,21-25,Less than 1 year,tafe
634454362346563000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,3-4,tafe
634455107975313000,Retirement,2011.0,Temporary Part-time,False,False,False,False,False,True,Female,56 or older,7-10,tafe
634456033339688000,Resignation,2011.0,Contract/casual,False,False,False,True,False,False,Female,41-45,Less than 1 year,tafe
634461110095938000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634462838669219000,Resignation,2011.0,Temporary Full-time,True,False,False,False,False,False,Female,31-35,1-2,tafe
634465408262031000,Resignation,2011.0,Temporary Full-time,False,True,False,True,False,False,Female,21-25,1-2,tafe
634466325765938000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,36-40,1-2,tafe
634466334830781000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634466338996094000,Resignation,2011.0,Temporary Full-time,False,False,False,False,True,False,Male,41-45,1-2,tafe
634468063521250000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,46-50,Less than 1 year,tafe
634468104798125000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,20 or younger,Less than 1 year,tafe
634468237201562000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Male,51-55,Less than 1 year,tafe
634469060191250000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Male,36-40,Less than 1 year,tafe
634474119730625000,Resignation,2011.0,Contract/casual,False,False,False,False,False,False,Female,21-25,1-2,tafe
634474960259219000,Retrenchment/ Redundancy,2011.0,Contract/casual,True,True,True,True,True,True,Female,51-55,1-2,tafe
634475001702969000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Female,56 or older,7-10,tafe
634480153857500000,Resignation,2011.0,Temporary Full-time,False,True,False,True,False,False,Female,26-30,1-2,tafe
634480996232969000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Female,41-45,11-20,tafe
634483759524219000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,3-4,tafe
634485432981094000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634487078738750000,Resignation,2011.0,Permanent Full-time,False,False,False,False,True,False,Female,46-50,5-6,tafe
634491780096563000,Retirement,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,56 or older,3-4,tafe
634492389417187000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634492399751406000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,36-40,3-4,tafe
634495664096406000,Resignation,2011.0,Permanent Full-time,False,True,False,False,False,False,Female,26-30,3-4,tafe
634496573562969000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Female,51-55,1-2,tafe
634497559461719000,Resignation,2011.0,Contract/casual,False,False,False,False,False,False,Male,31-35,1-2,tafe
634497651258125000,Termination,2011.0,Contract/casual,True,True,True,True,True,True,Female,51-55,Less than 1 year,tafe
634498298127969000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,20 or younger,Less than 1 year,tafe
634508607117812000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,21-25,3-4,tafe
634509621647969000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,51-55,Less than 1 year,tafe
634515603225000000,Resignation,2011.0,Temporary Full-time,False,False,True,True,False,False,Female,36-40,1-2,tafe
634517445885469000,Resignation,2011.0,Permanent Part-time,True,False,False,False,False,False,Female,41-45,11-20,tafe
634519977362813000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,46-50,Less than 1 year,tafe
634520852160469000,Resignation,2011.0,Temporary Full-time,False,False,False,False,True,False,Female,51-55,Less than 1 year,tafe
634521642169688000,Resignation,2011.0,Permanent Full-time,False,True,False,True,False,False,Female,21-25,3-4,tafe
634522371755781000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,36-40,Less than 1 year,tafe
634525935995156000,Termination,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,20 or younger,Less than 1 year,tafe
634526057042656000,Resignation,2011.0,Temporary Part-time,False,True,False,False,False,False,Female,41-45,Less than 1 year,tafe
634527641594062000,Resignation,2011.0,Temporary Full-time,False,False,True,False,False,False,Female,20 or younger,1-2,tafe
634527818866563000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,56 or older,5-6,tafe
634528575096719000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Male,56 or older,3-4,tafe
634528748789219000,Contract Expired,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,1-2,tafe
634529403585000000,Retrenchment/ Redundancy,2011.0,Temporary Full-time,True,True,True,True,True,True,Male,41-45,7-10,tafe
634535441639531000,Termination,2011.0,Contract/casual,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634540823178594000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634541462557656000,Resignation,2011.0,Temporary Full-time,True,False,False,False,False,False,Female,21-25,3-4,tafe
634549611075156000,Transfer,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,36-40,1-2,tafe
634550190071875000,Resignation,2011.0,Temporary Part-time,True,False,False,False,False,False,Female,51-55,1-2,tafe
634551070180781000,Resignation,2011.0,Permanent Part-time,False,False,True,False,False,False,Female,36-40,5-6,tafe
634551832315938000,Transfer,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,46-50,3-4,tafe
634552014788281000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,46-50,Less than 1 year,tafe
634552711776250000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,7-10,tafe
634552870206250000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,36-40,3-4,tafe
634552909616094000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,11-20,tafe
634553547935261000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,3-4,tafe
634553571408906000,Retirement,2011.0,Permanent Full-time,False,False,False,True,False,True,Male,56 or older,More than 20 years,tafe
634553808149844000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634556211676511000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,11-20,tafe
634556218132500000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,True,Male,56 or older,11-20,tafe
634556300304062000,Resignation,2011.0,Permanent Full-time,True,False,False,False,False,False,Female,41-45,1-2,tafe
634556943700261000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,True,Male,56 or older,7-10,tafe
634557007707500000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634557157627136000,Termination,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,5-6,tafe
634557860472500000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Male,46-50,11-20,tafe
634558028009480000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Male,26-30,1-2,tafe
634558951400730000,Resignation,2011.0,Permanent Part-time,False,True,False,False,False,False,Female,56 or older,More than 20 years,tafe
634558972484324000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,11-20,tafe
634563904634531000,Resignation,2011.0,Permanent Full-time,False,False,False,False,True,False,Female,56 or older,5-6,tafe
634563927869375000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634564000928438000,Retirement,2011.0,Permanent Full-time,False,False,True,True,False,False,Female,56 or older,7-10,tafe
634564018384531000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634564063601250000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,True,Male,56 or older,More than 20 years,tafe
634564078365469000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634564089906719000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,51-55,11-20,tafe
634564737601875000,Resignation,2011.0,Temporary Full-time,False,False,False,True,False,False,Male,46-50,Less than 1 year,tafe
634564781161406000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,41-45,3-4,tafe
634564786657344000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634564899012031000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634565719506875000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Male,46-50,Less than 1 year,tafe
634568278370781000,Resignation,2011.0,Permanent Full-time,False,False,False,True,False,False,Male,51-55,More than 20 years,tafe
634568317773125000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634568388536875000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634568471579063000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634570010768125000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,7-10,tafe
634570247249322000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634570821134531000,Transfer,2011.0,Temporary Full-time,True,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634570842998906000,Resignation,2011.0,Permanent Full-time,False,False,True,True,False,False,Female,46-50,5-6,tafe
634570881452188000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634574339025156000,Resignation,2011.0,Permanent Full-time,False,False,False,True,False,False,Male,51-55,More than 20 years,tafe
634574528552031000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634575147671875000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634575160731250000,Resignation,2011.0,Permanent Full-time,False,False,False,False,True,False,Male,51-55,11-20,tafe
634575365172344000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634575412792500000,Resignation,2011.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634575998028125000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634576020012813000,Resignation,2011.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634576068194844000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,11-20,tafe
634576230941875000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Male,56 or older,1-2,tafe
634576957824062000,Resignation,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634577056474375000,Resignation,2011.0,Permanent Full-time,True,False,False,False,False,False,Female,21-25,Less than 1 year,tafe
634577068502656000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,3-4,tafe
634577125839844000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634577814504531000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634577945776563000,Resignation,2011.0,Contract/casual,False,False,False,False,False,False,Female,51-55,3-4,tafe
634577978929375000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,False,Female,31-35,3-4,tafe
634580376657969000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Male,41-45,7-10,tafe
634580402580937000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634580584676406000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634581174116250000,Resignation,2011.0,Permanent Full-time,False,False,True,True,False,False,Male,51-55,More than 20 years,tafe
634581193524375000,Retirement,2011.0,Permanent Full-time,False,True,False,True,False,False,Male,46-50,11-20,tafe
634581200570937000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634581219297344000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,11-20,tafe
634581227530000000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,7-10,tafe
634581240039844000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,More than 20 years,tafe
634581287875000000,Retirement,2011.0,Permanent Part-time,False,False,False,True,False,False,Female,56 or older,11-20,tafe
634581374353750000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634581382832188000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634581395871562000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634582037492969000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634582074204062000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,26-30,Less than 1 year,tafe
634582107325625000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634582121700937000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634582155813125000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,False,Female,46-50,1-2,tafe
634582239753594000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Female,51-55,More than 20 years,tafe
634582296244062000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634582313571250000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Female,41-45,11-20,tafe
634583031748750000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,5-6,tafe
634583077875781000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634583118693437000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634583146836094000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,More than 20 years,tafe
634583178702344000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,7-10,tafe
634583834033437000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634583841789688000,Contract Expired,2011.0,Contract/casual,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634583953717969000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634583967086406000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Female,31-35,5-6,tafe
634583968718906000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,56 or older,3-4,tafe
634584008886406000,Transfer,2011.0,Temporary Full-time,True,False,False,True,False,False,Male,21-25,1-2,tafe
634586368436563000,Retirement,2011.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634587255819219000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,More than 20 years,tafe
634587282300781000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,11-20,tafe
634587326853281000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634587358750312000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,3-4,tafe
634587368215469000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,46-50,11-20,tafe
634587439648750000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Female,56 or older,11-20,tafe
634588118119375000,Retrenchment/ Redundancy,2011.0,Permanent Part-time,True,True,True,True,True,True,Female,41-45,11-20,tafe
634589004859375000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,51-55,11-20,tafe
634589056926875000,Retirement,2011.0,Permanent Full-time,False,False,False,False,False,False,Male,51-55,More than 20 years,tafe
634589124148906000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,5-6,tafe
634589153179219000,Resignation,2011.0,Contract/casual,False,False,False,False,False,False,Female,51-55,Less than 1 year,tafe
634589971216563000,Retrenchment/ Redundancy,2011.0,Permanent Full-time,True,True,True,True,True,True,Male,56 or older,More than 20 years,tafe
634592549493281000,Resignation,2011.0,Temporary Part-time,False,False,False,False,False,False,Female,46-50,3-4,tafe
634593386107187000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,False,Female,41-45,1-2,tafe
634595096448594000,Retirement,2011.0,Permanent Part-time,False,False,False,False,False,True,Female,56 or older,7-10,tafe
634595867098906000,Resignation,2011.0,Temporary Full-time,False,True,False,False,False,False,Female,41-45,3-4,tafe
634596021056875000,Contract Expired,2011.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634598712269375000,Contract Expired,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,46-50,Less than 1 year,tafe
634599352590156000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,51-55,3-4,tafe
634600207124687000,Contract Expired,2011.0,Temporary Part-time,True,True,True,True,True,True,Female,41-45,3-4,tafe
634600285342656000,Resignation,2011.0,Temporary Full-time,False,False,False,False,False,True,Female,41-45,Less than 1 year,tafe
634601227926094000,Transfer,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,31-35,3-4,tafe
634612373906875000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,More than 20 years,tafe
634617650635469000,Resignation,2012.0,Permanent Full-time,False,False,False,False,True,False,Male,41-45,3-4,tafe
634619453818281000,Contract Expired,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,31-35,Less than 1 year,tafe
634620112502188000,Transfer,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,51-55,Less than 1 year,tafe
634620134299688000,Resignation,2012.0,Temporary Full-time,True,False,False,False,True,False,Female,36-40,5-6,tafe
634623528068438000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,20 or younger,Less than 1 year,tafe
634623599234844000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,True,Female,56 or older,11-20,tafe
634625548923437000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,11-20,tafe
634628700820312000,Contract Expired,2012.0,Permanent Full-time,True,True,True,True,True,True,Male,41-45,1-2,tafe
634634833429063000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,31-35,1-2,tafe
634635009354531000,Resignation,2012.0,Temporary Part-time,False,True,False,False,False,False,Female,31-35,Less than 1 year,tafe
634635670462188000,Termination,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634638198687656000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Male,36-40,7-10,tafe
634638266961250000,Resignation,2012.0,Temporary Full-time,True,False,False,True,False,False,Male,41-45,1-2,tafe
634638274154219000,Resignation,2012.0,Temporary Full-time,True,True,False,False,False,False,Female,26-30,1-2,tafe
634638401683906000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,11-20,tafe
634640883155625000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634647786128438000,Termination,2012.0,Contract/casual,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634648744738906000,Resignation,2012.0,Temporary Full-time,True,False,True,False,False,False,Female,51-55,1-2,tafe
634648747047187000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Male,51-55,11-20,tafe
634650545650312000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634653126293281000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,26-30,7-10,tafe
634654936843281000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,41-45,5-6,tafe
634662477490156000,Resignation,2012.0,Temporary Full-time,False,True,False,False,False,False,Female,31-35,Less than 1 year,tafe
634665151952656000,Retrenchment/ Redundancy,2012.0,Permanent Full-time,True,True,True,True,True,True,Female,51-55,7-10,tafe
634665190018906000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Male,56 or older,5-6,tafe
634666854789531000,Resignation,2012.0,Permanent Full-time,True,False,False,False,False,False,Female,41-45,11-20,tafe
634667551458125000,Retirement,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634668611537031000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Female,31-35,3-4,tafe
634668639377500000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634671038100781000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,31-35,Less than 1 year,tafe
634671263031094000,Resignation,2012.0,Permanent Full-time,False,False,False,True,False,False,Female,26-30,5-6,tafe
634671297286719000,Resignation,2012.0,Contract/casual,False,False,False,False,False,False,Female,51-55,1-2,tafe
634674515660156000,Resignation,2012.0,Permanent Full-time,False,True,False,True,False,False,Male,36-40,11-20,tafe
634679850935469000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Female,56 or older,11-20,tafe
634683356744531000,Resignation,2012.0,Permanent Full-time,False,False,False,False,False,False,Female,20 or younger,3-4,tafe
634683991923437000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,56 or older,Less than 1 year,tafe
634684858305469000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,51-55,3-4,tafe
634685808272500000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,41-45,Less than 1 year,tafe
634685820372813000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634686574706563000,Contract Expired,2012.0,Contract/casual,True,True,True,True,True,True,Female,36-40,Less than 1 year,tafe
634686807219219000,Termination,2012.0,Contract/casual,True,True,True,True,True,True,Female,26-30,Less than 1 year,tafe
634689222723750000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Female,46-50,1-2,tafe
634689360748125000,Retirement,2012.0,Permanent Part-time,False,False,False,False,False,False,Male,56 or older,More than 20 years,tafe
634691779624687000,Resignation,2012.0,Temporary Full-time,False,False,False,False,True,False,Female,21-25,1-2,tafe
634691969682969000,Contract Expired,2012.0,Temporary Full-time,True,True,True,True,True,True,Male,20 or younger,1-2,tafe
634696179014844000,Resignation,2012.0,Temporary Full-time,False,False,False,False,False,False,Female,26-30,7-10,tafe
634697120680156000,Termination,2012.0,Temporary Part-time,True,True,True,True,True,True,Female,26-30,3-4,tafe
634697816674062000,Resignation,2012.0,Permanent Full-time,False,True,False,False,False,False,Female,26-30,Less than 1 year,tafe
634698719508125000,Retrenchment/ Redundancy,2012.0,Contract/casual,True,True,True,True,True,True,Female,21-25,3-4,tafe
634702358502500000,Resignation,2011.0,Permanent Full-time,False,False,True,False,True,False,Male,36-40,3-4,tafe
634702366178594000,Resignation,2011.0,Permanent Full-time,False,True,True,False,False,False,Male,31-35,5-6,tafe
634703091309531000,Retirement,2012.0,Permanent Full-time,False,False,False,True,False,True,Male,56 or older,More than 20 years,tafe
